flt,mjd,fluxcal,fluxcalerr,processing
g,57331.164,18.551891,4.757829,raw
g,57339.162,71.87951,5.4714413,raw
g,57345.24,72.73894,6.264247,raw
g,57365.121,20.935318,3.2996879,raw
g,57372.113,21.710323,4.6321497,raw
g,57385.078,13.7505865,3.5208666,raw
i,57327.124,27.473785,6.9712605,raw
i,57331.168,42.694485,8.190012,raw
i,57339.167,124.528656,8.63595,raw
i,57345.245,160.05827,10.200292,raw
i,57355.228,140.65411,8.805755,raw
i,57365.125,90.2414,4.652773,raw
i,57372.118,84.41453,7.0343347,raw
i,57385.082,53.7721,5.311412,raw
i,57394.046,50.9223,7.7864137,raw
i,57401.065,29.821741,6.234081,raw
r,57331.166,32.644318,6.2711935,raw
r,57339.165,99.50523,6.923114,raw
r,57345.243,146.77916,7.1187034,raw
r,57355.226,135.58002,9.151536,raw
r,57365.123,78.893135,4.0810914,raw
r,57372.115,71.16019,5.490493,raw
r,57385.08,17.43566,4.3127613,raw
r,57394.044,27.901728,6.0181775,raw
z,57331.171,44.93336,10.131093,raw
z,57339.169,93.346054,10.187041,raw
z,57345.247,110.908035,11.084672,raw
z,57355.231,103.90818,10.809481,raw
z,57365.128,66.50579,5.55969,raw
z,57372.12,63.575077,8.349326,raw
z,57385.085,45.85049,6.5237927,raw
z,57401.068,21.741817,7.1397,raw
z,57408.058,51.948677,14.315454,raw
g,57331.164,19.878954669779443,4.658127862882118,gp
g,57331.708585858585,22.969519221255435,4.758507185216425,gp
g,57332.253171717166,26.29403264263141,5.28071192285782,gp
g,57332.797757575754,29.80600576041317,5.950210807643921,gp
g,57333.34234343434,33.45994775806387,6.593237460417451,gp
g,57333.88692929292,37.210999692121575,7.119723759705991,gp
g,57334.43151515151,41.014570703853614,7.485830231579164,gp
g,57334.9761010101,44.8259749107751,7.672447582965009,gp
g,57335.52068686869,48.600066966323425,7.675397847035617,gp
g,57336.06527272727,52.29087426421243,7.501721695994674,gp
g,57336.609858585856,55.85122374913258,7.1694703675691445,gp
g,57337.154444444444,59.23236126519686,6.710339665411868,gp
g,57337.699030303025,62.38356133783545,6.175516378209982,gp
g,57338.24361616161,65.25172523512872,5.644905241865961,gp
g,57338.7882020202,67.78096509729087,5.235263742502263,gp
g,57339.33278787878,69.91271555159474,5.086907007147478,gp
g,57339.87737373737,71.6225439239422,5.236092455067892,gp
g,57340.42195959596,72.94392667222986,5.548514506484418,gp
g,57340.96654545455,73.91238914657443,5.888837638952856,gp
g,57341.51113131313,74.56003971367981,6.164161539441446,gp
g,57342.055717171716,74.91578514501836,6.322266911992506,gp
g,57342.6003030303,75.00552734358737,6.343397699066463,gp
g,57343.144888888884,74.8523424408438,6.236611523019304,gp
g,57343.68947474747,74.47664320758945,6.0426833607432835,gp
g,57344.23406060606,73.89632564016405,5.842614018347394,gp
g,57344.77864646464,73.12690050442876,5.764743441878261,gp
g,57345.32323232323,72.18161799785268,5.969090473521412,gp
g,57345.86781818182,71.07473394639209,6.544181722237679,gp
g,57346.412404040406,69.82653820585257,7.40349953495135,gp
g,57346.95698989899,68.45669631000281,8.43356372045484,gp
g,57347.501575757575,66.98313496222535,9.546659025380022,gp
g,57348.04616161616,65.4221862796232,10.682748298761451,gp
g,57348.590747474744,63.78872203873276,11.80185193943988,gp
g,57349.13533333333,62.09627866898507,12.877049729019106,gp
g,57349.67991919192,60.35717369363504,13.889783964943236,gp
g,57350.2245050505,58.58261427269761,14.826942754345907,gp
g,57350.76909090909,56.78279846276632,15.679060527468195,gp
g,57351.31367676768,54.96700977079468,16.439185456896478,gp
g,57351.85826262626,53.14370554360505,17.102145607948,gp
g,57352.402848484846,51.32059970281133,17.66405892033397,gp
g,57352.947434343434,49.504740306003384,18.121997147073188,gp
g,57353.49202020202,47.702582386181824,18.473750655607184,gp
g,57354.0366060606,45.92005649768266,18.71766201823514,gp
g,57354.58119191919,44.16263337298601,18.852508611669258,gp
g,57355.12577777778,42.435385074677015,18.877421857034474,gp
g,57355.67036363636,40.743043006445895,18.79183538247227,gp
g,57356.21494949495,39.0900531312466,18.595457475264762,gp
g,57356.759535353536,37.480628728374846,18.28826541623999,gp
g,57357.30412121212,35.91880100725955,17.87052111464083,gp
g,57357.848707070705,34.4084678839322,17.342809246750623,gp
g,57358.39329292929,32.953441215523554,16.706101223675883,gp
g,57358.93787878788,31.557492777899697,15.96185130658893,gp
g,57359.48246464646,30.22439926514472,15.112135984144821,gp
g,57360.02705050505,28.957986581905168,14.15985615492217,gp
g,57360.57163636364,27.762173695476328,13.109037608819929,gp
g,57361.11622222222,26.641016310007167,11.965297611422065,gp
g,57361.66080808081,25.59875062329791,10.736615542004737,gp
g,57362.205393939395,24.639837425560216,9.434709582655929,gp
g,57362.749979797976,23.769006798999058,8.077737141572927,gp
g,57363.294565656564,22.99130367942286,6.696178533728171,gp
g,57363.83915151515,22.312134543250146,5.347075087096383,gp
g,57364.38373737374,21.737315487302265,4.15046315414133,gp
g,57364.92832323232,21.273121974396958,3.363486283292565,gp
g,57365.47290909091,20.925323523790084,3.330306241933141,gp
g,57366.0174949495,20.687494895735803,3.9095502852628643,gp
g,57366.56208080808,20.545039750864223,4.671336572425091,gp
g,57367.10666666667,20.483610992359143,5.374768173434252,gp
g,57367.651252525255,20.489177784821457,5.918579477031009,gp
g,57368.195838383836,20.54792689075194,6.2613582260713425,gp
g,57368.74042424242,20.646164707941328,6.3891150270742925,gp
g,57369.28501010101,20.770219486943866,6.304717354715107,gp
g,57369.82959595959,20.90634320759821,6.026778889322686,gp
g,57370.37418181818,21.04061259087976,5.595340611333939,gp
g,57370.91876767677,21.158828717159352,5.086422320444301,gp
g,57371.46335353536,21.24641471433308,4.637910152317787,gp
g,57372.00793939394,21.28831096899916,4.467945065205973,gp
g,57372.552525252526,21.270967510260732,4.783910827342083,gp
g,57373.097111111114,21.195327916145303,5.512001190285401,gp
g,57373.641696969695,21.068324249776836,6.45519548076533,gp
g,57374.18628282828,20.896287112959968,7.469336506454319,gp
g,57374.73086868687,20.684963427867572,8.467730410395868,gp
g,57375.27545454545,20.439559324871528,9.398958999913923,gp
g,57375.82004040404,20.164779691090622,10.231084296363827,gp
g,57376.36462626263,19.86486459466073,10.94312879878386,gp
