#period: folded  time of the object shown over one period in days
#fluxcal: simulated observed flux (from SNANA)
#fluxcalerr: error of fluxcal
#processing: which processing was done to get the datapoint
band,period,fluxcal,fluxcalerr,processing
361.7,0.7800042063913626,-12.593515396118164,7.1691508293151855,raw
361.7,2.7729042063847924,3.1078996658325195,4.593305587768555,raw
361.7,2.774204206392759,10.698171615600586,4.798648834228516,raw
361.7,20.265296401281635,9.80101203918457,8.404964447021484,raw
361.7,23.886226155257507,8.446398735046387,4.4775590896606445,raw
361.7,32.304265180820394,-10.223709106445312,4.663182735443115,raw
361.7,33.224565180825834,1.1352380514144897,4.418140888214111,raw
361.7,43.189833960369974,-6.686120986938477,10.599081039428711,raw
361.7,43.2014339603674,6.792433261871338,7.950291633605957,raw
361.7,44.74357298593544,-10.431940078735352,7.193503379821777,raw
361.7,44.74527298593301,6.590071201324463,6.343067646026611,raw
361.7,49.09461201150309,2.1037609577178955,4.529665470123291,raw
361.7,50.094212011502556,-3.2622885704040527,3.932659149169922,raw
361.7,50.09461201150973,-2.1473145484924316,4.015008926391602,raw
361.7,51.281033960365065,3.0839035511016846,4.388617992401123,raw
361.7,53.86902615525345,-4.593387126922607,6.175633907318115,raw
361.7,53.87242615525739,-4.649370193481445,5.945765495300293,raw
361.7,56.106112011499114,3.0861687660217285,6.367461681365967,raw
361.7,56.906226155256064,-1.7454664707183838,6.094899654388428,raw
361.7,61.87742615525537,7.0685954093933105,6.210002899169922,raw
361.7,61.89362615525194,-9.946593284606934,7.013899326324463,raw
361.7,71.65304176548236,0.1379258930683136,4.409263610839844,raw
361.7,74.30193396036825,0.09289584308862686,5.052072048187256,raw
361.7,74.30233396036664,2.872252941131592,5.077578067779541,raw
361.7,75.22373396037206,-5.553642749786377,5.905381679534912,raw
361.7,76.51657298593342,-3.4121010303497314,4.682861804962158,raw
361.7,76.517372985939,-1.6107550859451294,4.7243876457214355,raw
361.7,0.7800042063913626,0.0145369943227211,1.755808393231821,gp
