#band: central wavelength of the passband of the observation in nm
#mjd: time of the observation as modified julian date in days
#fluxcal: simulated observed flux (from SNANA)
#fluxcalerr: error of fluxcal
#processing: which processing was done to get the datapoint
band,mjd,fluxcal,fluxcalerr,processing
473,57345.227,39.220142,6.5676246,raw
473,57355.21,137.26761,11.446083,raw
473,57365.107,123.30704,4.986694,raw
473,57372.1,79.94895,6.8193355,raw
473,57385.064,62.65071,5.5282483,raw
473,57389.109,53.529552,5.7471,raw
473,57396.096,51.96851,5.901822,raw
473,57403.097,25.63969,7.018335,raw
784,57355.214,142.17809,9.488728,raw
784,57365.112,217.43478,6.3382874,raw
784,57372.104,262.3386,8.659664,raw
784,57385.069,174.63489,7.532307,raw
784,57389.113,167.24687,9.531983,raw
784,57396.101,123.12346,9.228084,raw
784,57403.101,53.418156,8.437325,raw
642,57355.212,118.87818,9.692105,raw
642,57365.11,192.22195,5.6175137,raw
642,57372.102,185.326,7.897172,raw
642,57385.067,109.25737,6.203055,raw
642,57389.111,102.54577,7.105629,raw
642,57396.099,113.925255,7.533425,raw
642,57403.099,72.33584,7.396727,raw
926,57345.234,58.974438,14.022876,raw
926,57355.217,93.894005,9.584744,raw
926,57365.115,192.93414,6.26341,raw
926,57372.107,246.02072,9.218038,raw
926,57385.071,154.942,7.5483847,raw
926,57389.116,151.83818,10.514835,raw
926,57396.104,155.71915,11.542959,raw
926,57403.104,126.45031,10.102545,raw
473,57345.227,41.008973465113996,6.478063830020019,gp
473,57345.81154545455,45.9343748226477,6.64493762824366,gp
473,57346.39609090909,51.14693821111997,7.423750138442853,gp
473,57346.98063636364,56.595669116271594,8.463718331938807,gp
473,57347.56518181818,62.230292192622116,9.533214938493309,gp
473,57348.14972727273,68.00103775276187,10.508458621325449,gp
473,57348.73427272727,73.85842951390806,11.326693466657481,gp
473,57349.31881818182,79.75307296963364,11.9573299518352,gp
473,57349.90336363636,85.63544375515988,12.387905238166294,gp
473,57350.48790909091,91.45567537651381,12.617666302231399,gp
473,57351.07245454545,97.16334566816315,12.654916966773614,gp
473,57351.657,102.707261343835,12.516414357196455,gp
473,57352.24154545455,108.03523999780998,12.22810401902034,gp
