#period: folded  time of the object shown over one period in days
#fluxcal: simulated observed flux (from SNANA)
#fluxcalerr: error of fluxcal
#processing: which processing was done to get the datapoint
band,period,fluxcal,fluxcalerr,processing
361.7,0.14199878081653303,28.471389770507812,8.882535934448242,raw
361.7,0.5380800969892789,32.56367111206055,7.784122467041016,raw
361.7,0.5384800969838828,25.37138557434082,7.638213157653809,raw
361.7,0.14199878081653303,28.031651695813036,4.587649344612947,gp
361.7,0.1460036425960012,28.0316627358056,4.587590962611463,gp
361.7,0.1500085043754694,28.03167364244727,4.587533395328145,gp
361.7,0.15401336615493755,28.03168441572549,4.587476642845212,gp
361.7,0.15801822793440573,28.031695055627694,4.587420705244475,gp
361.7,0.1620230897138739,28.031705562141315,4.5873655826073305,gp
361.7,0.1660279514933421,28.03171593525382,4.587311275014704,gp
361.7,0.17003281327281028,28.031726174952617,4.587257782547143,gp
361.7,0.17403767505227846,28.031736281225182,4.587205105284736,gp
361.7,0.17804253683174665,28.031746254058923,4.587153243307156,gp
361.7,0.18204739861121483,28.031756093441288,4.587102196693668,gp
361.7,0.18605226039068298,28.03176579935968,4.587051965523046,gp
361.7,0.19005712217015117,28.03177537180157,4.5870025498736915,gp
361.7,0.19406198394961935,28.03178481075433,4.58695394982359,gp
361.7,0.19806684572908753,28.031794116205454,4.586906165450267,gp
361.7,0.20207170750855571,28.031803288142314,4.586859196830818,gp
361.7,0.20607656928802387,28.03181232655233,4.586813044041895,gp
361.7,0.21008143106749205,28.031821231422967,4.5867677071597415,gp
361.7,0.21408629284696024,28.03183000274161,4.586723186260242,gp
361.7,0.21809115462642842,28.031838640495682,4.586679481418702,gp
361.7,0.2220960164058966,28.031847144672586,4.586636592710116,gp
361.7,0.22610087818536478,28.03185551525975,4.586594520209036,gp
361.7,0.23010573996483297,28.03186375224457,4.5865532639895275,gp
361.7,0.23411060174430115,28.031871855614472,4.5865128241253,gp
361.7,0.2381154635237693,28.031879825356842,4.586473200689569,gp
361.7,0.2421203253032375,28.03188766145908,4.586434393755113,gp
361.7,0.24612518708270567,28.031895363908628,4.586396403394328,gp
361.7,0.2501300488621738,28.031902932692834,4.586359229679203,gp
361.7,0.254134910641642,28.03191036779915,4.586322872681253,gp
361.7,0.2581397724211102,28.03191766921492,4.586287332471498,gp
361.7,0.2621446342005784,28.03192483692756,4.586252609120711,gp
361.7,0.26614949598004656,28.03193187092449,4.586218702698994,gp
361.7,0.27015435775951474,28.031938771193058,4.586185613276237,gp
361.7,0.2741592195389829,28.031945537720667,4.586153340921774,gp
361.7,0.2781640813184511,28.031952170494705,4.586121885704525,gp
361.7,0.2821689430979193,28.031958669502593,4.58609124769298,gp
361.7,0.2861738048773874,28.031965034731655,4.586061426955264,gp
361.7,0.29017866665685565,28.031971266169293,4.586032423558995,gp
361.7,0.2941835284363238,28.03197736380289,4.586004237571343,gp
361.7,0.298188390215792,28.031983327619834,4.585976869059141,gp
361.7,0.30219325199526015,28.031989157607484,4.585950318088675,gp
361.7,0.3061981137747284,28.03199485375323,4.585924584725907,gp
361.7,0.3102029755541965,28.032000416044415,4.585899669036291,gp
361.7,0.3142078373336647,28.032005844468426,4.585875571084854,gp
361.7,0.3182126991131329,28.03201113901265,4.585852290936274,gp
361.7,0.32221756089260106,28.03201629966442,4.58582982865466,gp
361.7,0.32622242267206925,28.03202132641109,4.585808184303805,gp
361.7,0.33022728445153743,28.032026219240063,4.585787357946994,gp
361.7,0.3342321462310056,28.032030978138657,4.585767349647146,gp
361.7,0.33823700801047374,28.03203560309429,4.585748159466684,gp
361.7,0.342241869789942,28.03204009409427,4.585729787467621,gp
361.7,0.3462467315694101,28.032044451125948,4.5857122337115275,gp
361.7,0.35025159334887834,28.032048674176668,4.5856954982596045,gp
361.7,0.35425645512834647,28.03205276323384,4.585679581172489,gp
361.7,0.3582613169078147,28.03205671828474,4.585664482510555,gp
361.7,0.36226617868728284,28.032060539316763,4.585650202333576,gp
361.7,0.366271040466751,28.032064226317218,4.5856367407009655,gp
361.7,0.3702759022462192,28.032067779273483,4.585624097671761,gp
361.7,0.3742807640256874,28.03207119817289,4.585612273304423,gp
361.7,0.37828562580515557,28.03207448300275,4.585601267657151,gp
361.7,0.38229048758462375,28.032077633750426,4.585591080787555,gp
361.7,0.38629534936409193,28.032080650403216,4.585581712752897,gp
361.7,0.39030021114356006,28.03208353294851,4.585573163609973,gp
361.7,0.3943050729230283,28.03208628137361,4.585565433415178,gp
361.7,0.3983099347024964,28.032088895665837,4.585558522224411,gp
361.7,0.40231479648196466,28.03209137581251,4.585552430093225,gp
361.7,0.4063196582614328,28.032093721800972,4.5855471570766655,gp
361.7,0.41032452004090103,28.032095933618567,4.5855427032293115,gp
361.7,0.41432938182036916,28.03209801125255,4.585539068605416,gp
361.7,0.4183342435998374,28.032099954690302,4.585536253258707,gp
361.7,0.4223391053793055,28.032101763919115,4.585534257242534,gp
361.7,0.42634396715877365,28.03210343892632,4.585533080609757,gp
361.7,0.4303488289382419,28.032104979699202,4.585532723412863,gp
361.7,0.43435369071771,28.032106386225085,4.585533185703845,gp
361.7,0.43835855249717826,28.03210765849129,4.585534467534286,gp
361.7,0.4423634142766464,28.032108796485097,4.585536568955363,gp
361.7,0.4463682760561146,28.032109800193858,4.585539490017691,gp
361.7,0.45037313783558275,28.032110669604833,4.585543230771621,gp
361.7,0.454377999615051,28.032111404705333,4.58554779126696,gp
361.7,0.4583828613945191,28.032112005482656,4.585553171553132,gp
361.7,0.46238772317398735,28.03211247192414,4.585559371679125,gp
361.7,0.4663925849534555,28.03211280401702,4.585566391693395,gp
361.7,0.4703974467329237,28.032113001748616,4.585574231644066,gp
361.7,0.47440230851239185,28.03211306510623,4.585582891578761,gp
361.7,0.47840717029186,28.03211299407712,4.585592371544749,gp
361.7,0.4824120320713282,28.032112788648632,4.585602671588746,gp
361.7,0.48641689385079634,28.03211244880798,4.585613791757143,gp
361.7,0.4904217556302646,28.032111974542516,4.585625732095824,gp
361.7,0.4944266174097327,28.032111365839462,4.585638492650273,gp
361.7,0.49843147918920094,28.03211062268613,4.585652073465495,gp
361.7,0.5024363409686691,28.032109745069796,4.585666474586102,gp
361.7,0.5064412027481373,28.032108732977754,4.585681696056244,gp
361.7,0.5104460645276054,28.03210758639724,4.585697737919627,gp
361.7,0.5144509263070737,28.032106305315537,4.585714600219556,gp
361.7,0.5184557880865418,28.032104889719946,4.585732282998818,gp
361.7,0.52246064986601,28.03210333959769,4.585750786299899,gp
361.7,0.5264655116454782,28.032101654936074,4.58577011016469,gp
361.7,0.5304703734249463,28.032099835722317,4.585790254634794,gp
361.7,0.5344752352044145,28.03209788194374,4.5858112197512595,gp
361.7,0.5384800969838828,28.032095793587594,4.58583300555468,gp
482.7,0.060318303906517025,-13.199203491210938,5.876347064971924,raw
482.7,0.07596791563544032,-8.889324188232422,6.326821804046631,raw
482.7,0.1444941869812556,-20.439769744873047,5.592264652252197,raw
482.7,0.1471098927952617,-46.12620544433594,6.328256607055664,raw
482.7,0.16623431038642555,26.540292739868164,6.197107315063477,raw
482.7,0.25344298296210904,14.029266357421875,7.554485321044922,raw
482.7,0.3231435137218285,-9.831033706665039,5.990687370300293,raw
482.7,0.35170257457211457,-23.690658569335938,6.337651252746582,raw
482.7,0.48526736134449855,-10.315147399902344,5.5077338218688965,raw
482.7,0.4881155951998306,-7.927513122558594,6.179301738739014,raw
482.7,0.4949155951974223,-10.475244522094727,5.972371578216553,raw
482.7,0.060318303906517025,NaN,NaN,gp
482.7,0.06470817553571809,NaN,NaN,gp
482.7,0.06909804716491916,NaN,NaN,gp
482.7,0.07348791879412021,NaN,NaN,gp
482.7,0.07787779042332127,NaN,NaN,gp
482.7,0.08226766205252234,NaN,NaN,gp
482.7,0.08665753368172341,NaN,NaN,gp
482.7,0.09104740531092446,NaN,NaN,gp
482.7,0.09543727694012552,NaN,NaN,gp
482.7,0.09982714856932659,NaN,NaN,gp
482.7,0.10421702019852766,NaN,NaN,gp
482.7,0.10860689182772872,NaN,NaN,gp
482.7,0.11299676345692977,NaN,NaN,gp
