flt_nm,mjd,fluxcal,fluxcalerr,processing
473,56980.207,13.690532,1.4105625,raw
473,56987.208,36.606907,1.7846733,raw
473,56990.208,44.355896,2.3515675,raw
473,57001.175,13.935287,3.5645883,raw
473,57005.241,13.171006,3.4946845,raw
473,57018.184,8.362862,2.6868348,raw
473,57063.033,10.323523,2.078982,raw
784,56980.233,29.267725,1.8137072,raw
784,56987.233,62.983242,1.7687988,raw
784,56990.234,64.63772,6.117751,raw
784,57001.2,61.668137,2.326821,raw
784,57008.04,41.3176,2.2983334,raw
784,57012.22,41.88144,2.965846,raw
784,57018.209,28.450428,3.1325462,raw
784,57025.156,15.092044,3.507408,raw
784,57032.121,15.478505,2.539705,raw
784,57039.089,16.601952,2.3669362,raw
784,57044.146,14.684415,2.590547,raw
784,57061.072,13.9491005,4.642261,raw
642,56980.217,28.37315,1.2682688,raw
642,56990.217,86.942474,2.1498113,raw
642,57001.184,40.910458,2.0893567,raw
642,57005.25,34.963238,2.1285944,raw
642,57012.201,16.675842,3.7713785,raw
642,57018.193,16.069035,2.2190852,raw
642,57025.14,13.586067,3.9002345,raw
642,57032.105,6.972596,2.0671146,raw
642,57039.073,9.551838,1.598264,raw
642,57044.116,5.4346395,1.7224897,raw
926,56980.256,21.331394,2.2533867,raw
926,56987.257,52.6529,2.697737,raw
926,56990.257,63.82173,9.798342,raw
926,56992.076,82.76864,3.2924552,raw
926,57001.24,78.61649,4.1729555,raw
926,57008.064,38.03308,2.9633706,raw
926,57012.244,51.52619,4.817986,raw
926,57019.147,25.051327,3.0771928,raw
926,57026.044,22.722378,3.4263456,raw
926,57033.115,17.70694,3.0347922,raw
926,57040.128,11.725129,2.1522472,raw
926,57047.04,8.122153,2.5817187,raw
926,57053.041,15.320107,3.6212497,raw
926,57061.096,14.082202,3.9368613,raw
473,56980.207,13.767190880001328,1.4016551332922242,gp
473,56981.04362626263,16.02318186019065,2.167942389160011,gp
473,56981.880252525254,18.530958438436546,3.2346823038081993,gp
473,56982.71687878788,21.234891943281824,3.946796888825879,gp
473,56983.553505050506,24.081049270208204,4.219704401551756,gp
473,56984.390131313135,27.014944040382474,4.056613759862015,gp
473,56985.22675757576,29.979238521789586,3.503725297405128,gp
473,56986.06338383839,32.91133927801514,2.6721039261556787,gp
473,56986.90001010101,35.74082695064224,1.8594865002233398,gp
473,56987.73663636364,38.38175761759478,1.7312021785645055,gp
473,56988.57326262626,40.66938107901038,1.9940135314300063,gp
473,56989.40988888889,42.37355231453506,2.0608781463406056,gp
473,56990.24651515152,43.23622909999591,2.2180383280491838,gp
473,56991.08314141414,43.07293641777673,3.012611910925646,gp
473,56991.91976767677,42.03763325390322,4.100995960546269,gp
473,56992.756393939395,40.33051816238408,5.154519810667886,gp
473,56993.593020202024,38.12186720194052,6.033307209606879,gp
473,56994.42964646465,35.55757282919828,6.672286285709017,gp
473,56995.26627272728,32.764060135460355,7.039265399728452,gp
473,56996.1028989899,29.85269573287097,7.120573773453578,gp
473,56996.93952525253,26.923793706403526,6.916334695925128,gp
473,56997.77615151515,24.070314304306315,6.440842534991667,gp
473,56998.61277777778,21.38134427747871,5.728268769866969,gp
473,56999.44940404041,18.945442854447183,4.848210517016653,gp
473,57000.28603030303,16.853934163498597,3.9434263375303065,gp
473,57001.12265656566,15.204225412582378,3.2975711962949714,gp
473,57001.959282828284,14.067805844017709,3.186819276381706,gp
473,57002.79590909091,13.35689594026585,3.286248388284541,gp
473,57003.632535353536,12.941802165949461,3.269532406396843,gp
473,57004.469161616165,12.698712117813773,3.1462512553176376,gp
473,57005.30578787879,12.506067552130315,3.277901582795185,gp
473,57006.14241414142,12.271606206895108,4.016164576519053,gp
473,57006.97904040404,11.99645571388588,5.070400609520491,gp
473,57007.81566666667,11.696984180171828,6.151250964420733,gp
473,57008.6522929293,11.386082233578659,7.116586391126528,gp
473,57009.48891919192,11.073621252103049,7.896524823697021,gp
473,57010.32554545455,10.766822911939947,8.453672087616937,gp
473,57011.16217171717,10.470548972050379,8.766482158283017,gp
473,57011.9987979798,10.187518406765141,8.821931729539553,gp
473,57012.835424242425,9.918457340785851,8.612214253826547,gp
473,57013.672050505054,9.662185698608171,8.13366214780246,gp
473,57014.50867676768,9.415643022556743,7.387675012256761,gp
473,57015.345303030306,9.173854509722947,6.385069226125822,gp
473,57016.18192929293,8.929836940501083,5.159994714063611,gp
473,57017.01855555556,8.674442791260365,3.820994159514817,gp
473,57017.85518181819,8.396139413818151,2.7674723591698025,gp
473,57018.69180808081,8.081939486111613,2.992586157198693,gp
473,57019.52843434344,7.733661717743738,4.337436043679057,gp
473,57020.36506060606,7.363704412480855,5.9375573705743845,gp
473,57021.20168686869,6.9823739668104245,7.505659128390867,gp
473,57022.038313131314,6.59794973363772,8.963278683775705,gp
473,57022.87493939394,6.217021529849721,10.288116210653168,gp
473,57023.711565656566,5.844776764077357,11.476932257907105,gp
473,57024.548191919195,5.485244360213247,12.53432478143705,gp
473,57025.38481818182,5.141501666727651,13.468426938435302,gp
473,57026.22144444445,4.815849687106461,14.288929873426445,gp
473,57027.05807070708,4.509961226652077,15.00605255498404,gp
473,57027.8946969697,4.225005909145331,15.629962057746834,gp
473,57028.73132323233,3.9617554612281545,16.170435357742676,gp
473,57029.56794949495,3.7206721807094976,16.63666246489601,gp
473,57030.40457575758,3.5019830873549402,17.03713732877421,gp
473,57031.2412020202,3.305741892716274,17.379605230864804,gp
473,57032.07782828283,3.1318806108121233,17.671047080803646,gp
473,57032.914454545455,2.980252358041528,17.917687699460416,gp
473,57033.751080808084,2.8506666519438335,18.125019232550773,gp
473,57034.58770707071,2.7429183097903262,18.297833449929342,gp
473,57035.424333333336,2.656810864300179,18.44025843981085,gp
473,57036.260959595966,2.5921752514614766,18.55579642494249,gp
473,57037.09758585859,2.548884380394468,18.647360295948488,gp
473,57037.93421212122,2.526864064475152,18.71730708828536,gp
473,57038.77083838384,2.526100673295368,18.767467096014347,gp
473,57039.60746464647,2.546645753782106,18.799167665837828,gp
473,57040.44409090909,2.588617763329709,18.813250981833136,gp
473,57041.28071717172,2.652200955567642,18.810085359412543,gp
473,57042.117343434344,2.7376413579876586,18.789569734453874,gp
473,57042.95396969697,2.8452396777064446,18.751131175191528,gp
473,57043.790595959596,2.9753408645911765,18.693715372876376,gp
473,57044.627222222225,3.128319947466574,18.615770193970285,gp
473,57045.463848484855,3.3045636362395765,18.515222513144444,gp
473,57046.30047474748,3.504447047954444,18.389448704575894,gp
473,57047.13710101011,3.7283047646354186,18.235239362839152,gp
473,57047.97372727273,3.9763952620084293,18.04875907082612,gp
473,57048.81035353536,4.248857557115001,17.82550235224481,gp
473,57049.64697979798,4.545658704786908,17.560247370330746,gp
473,57050.48360606061,4.866530523742638,17.24700950460229,gp
473,57051.32023232323,5.2108936464903035,16.87899771831762,gp
473,57052.15685858586,5.577766657931549,16.44857772088474,gp
473,57052.993484848485,5.965657707557287,15.947247500398474,gp
